"Disease","date","variable","type","median","mean","sd","lower_90","lower_50","lower_20","upper_20","upper_50","upper_90"
"FLU",2025-08-02,"R","estimate",0.973214285714286,0.976660803290971,0.015,0.948849465300243,0.963156616985825,0.969426675311549,0.977016694546783,0.983376980664306,0.998204752761981
"FLU",2025-08-03,"R","estimate",0.975,0.972973520389214,0.015,0.950634616263703,0.964942235757426,0.971212376080751,0.97880239524559,0.985162598104965,0.999989884374566
"FLU",2025-08-04,"R","estimate",0.976785714285714,0.978113295683929,0.015,0.952419769269535,0.966727854877054,0.972998076899309,0.98058809599414,0.986948215900942,1.00177501813556
"FLU",2025-08-05,"R","estimate",0.978571428571429,0.977326427484772,0.015,0.954204924306652,0.968513474342807,0.974783777766954,0.982373796792159,0.988733834050285,1.0035601540331
"FLU",2025-08-06,"R","estimate",0.980357142857143,0.979334177682159,0.015,0.955990081364047,0.970299094152802,0.976569478683417,0.984159497639377,0.990519452551057,1.00534529205542
"FLU",2025-08-07,"R","estimate",0.982142857142857,0.98159141060291,0.015,0.957775240430793,0.972084714305167,0.978355179648434,0.985945198535525,0.992305071401334,1.00713043219082
"FLU",2025-08-08,"R","estimate",0.983928571428571,0.983342079258686,0.015,0.959560401496042,0.973870334798045,0.980140880661739,0.987730899480337,0.994090690599207,1.00891557442772
"FLU",2025-08-09,"R","estimate",0.985714285714286,0.98368223815527,0.015,0.961345564549022,0.975655955629592,0.981926581723071,0.989516600473548,0.995876310142779,1.01070071875458
"FLU",2025-08-10,"R","estimate",0.9875,0.985703330077716,0.015,0.96313072957904,0.977441576797975,0.98371228283217,0.991302301514894,0.99766193003017,1.01248586515998
"FLU",2025-08-11,"R","estimate",0.989285714285714,0.988508486586915,0.015,0.964915896575479,0.979227198301378,0.985497983988777,0.993088002604115,0.99944755025951,1.01427101363258
"FLU",2025-08-12,"R","estimate",0.991071428571429,0.991392280702526,0.015,0.966701065527797,0.981012820137996,0.987283685192635,0.994873703740951,1.00123317082895,1.01605616416109
"FLU",2025-08-13,"R","estimate",0.992857142857143,0.993603891648952,0.015,0.96848623642553,0.982798442306036,0.989069386443491,0.996659404925146,1.00301879173664,1.01784131673434
"FLU",2025-08-14,"R","estimate",0.994642857142857,0.995020657716468,0.015,0.970271409258285,0.984584064803721,0.990855087741091,0.998445106156444,1.00480441298075,1.01962647134123
"FLU",2025-08-15,"R","estimate",0.996428571428571,0.996579478843886,0.015,0.972056584015745,0.986369687629283,0.992640789085184,1.00023080743459,1.00659003455948,1.02141162797072
"FLU",2025-08-16,"R","estimate",0.998214285714286,0.996792389943948,0.015,0.973841760687667,0.988155310780969,0.994426490475521,1.00201650875934,1.00837565647102,1.02319678661189
"FLU",2025-08-17,"R","estimate",1,0.9991874553779,0.015,0.975626939263877,0.989940934257038,0.996212191911855,1.00380221013043,1.01016127871357,1.02498194725385
"FLU",2025-08-18,"R","estimate",1.00357142857143,1.00654764704054,0.015,0.979197302088838,0.99351218217542,0.999783594921532,1.00737361301067,1.01373252418466,1.0285522744971
"FLU",2025-08-19,"R","estimate",1.00714285714286,1.00650401236088,0.015,0.982767672410682,0.997083431370746,1.00335499811227,1.01094501607334,1.01730377095868,1.03212260961511
"FLU",2025-08-20,"R","estimate",1.01071428571429,1.01004832460987,0.015,0.986338050150583,1.00065468182953,1.00692640148215,1.01451641931652,1.02087501902177,1.03569295252371
"FLU",2025-08-21,"R","estimate",1.01428571428571,1.01409219745644,0.015,0.989908435230817,1.00422593353845,1.01049780502929,1.01808782273828,1.02444626836027,1.03926330313995
"FLU",2025-08-22,"R","estimate",1.01785714285714,1.01677884020086,0.015,0.993478827574742,1.00779718648442,1.01406920875182,1.02165922633675,1.02801751896072,1.04283366138204
"FLU",2025-08-23,"R","estimate",1.02142857142857,1.02473713636592,0.015,0.997049227106778,1.01136844065448,1.0176406126479,1.02523063011008,1.03158877080983,1.04640402716934
"FLU",2025-08-24,"R","estimate",1.025,1.02445027910934,0.015,1.00061963375239,1.0149396960359,1.02121201671572,1.02880203405642,1.03516002389451,1.04997440042235
"FLU",2025-08-25,"R","estimate",1.02857142857143,1.02799458042263,0.015,1.00419004743808,1.01851095261608,1.0247834209535,1.03237343817399,1.03873127820184,1.05354478106268
"FLU",2025-08-26,"R","estimate",1.03214285714286,1.03066979183437,0.015,1.00776046809133,1.02208221038263,1.02835482535947,1.03594484246099,1.04230253371909,1.05711516901303
"FLU",2025-08-27,"R","estimate",1.03571428571429,1.03424164213656,0.015,1.01133089564066,1.02565346932332,1.0319262299319,1.03951624691568,1.0458737904337,1.06068556419718
"FLU",2025-08-28,"R","estimate",1.03928571428571,1.03640404173491,0.015,1.01490133001552,1.02922472942607,1.03549763466906,1.04308765153632,1.04944504833329,1.06425596653997
"FLU",2025-08-29,"R","estimate",1.04285714285714,1.04588932147481,0.015,1.01847177114634,1.032795990679,1.03906903956928,1.04665905632121,1.05301630740565,1.06782637596727
"FLU",2025-08-30,"R","estimate",1.04642857142857,1.0444100037459,0.015,1.0220422189645,1.03636725307036,1.04264044463088,1.05023046126865,1.05658756763873,1.07139679240597
"FLU",2025-08-31,"R","estimate",1.05,1.04833827038174,0.015,1.02561267340229,1.03993851658856,1.04621184985222,1.053801866377,1.06015882902065,1.07496721578396
"FLU",2025-09-01,"R","estimate",1.05714285714286,1.05893276037941,0.015,1.03275360187048,1.04708104695999,1.05335466076764,1.06094467706987,1.06730135518427,1.08210808307432
"FLU",2025-09-02,"R","estimate",1.06428571428571,1.06281847733833,0.015,1.03989455602722,1.05422358170374,1.06049747230283,1.06808748838697,1.07444388580464,1.08924897728092
"FLU",2025-09-03,"R","estimate",1.07142857142857,1.07122810403336,0.015,1.04703553536271,1.06136612073263,1.0676402844454,1.0752303003158,1.08158642079235,1.0963898978613
"FLU",2025-09-04,"R","estimate",1.07857142857143,1.0792400756539,0.015,1.0541765393805,1.0685086639618,1.0747830971833,1.08237311284419,1.08872896006036,1.10353084428747
"FLU",2025-09-05,"R","estimate",1.08571428571429,1.08622406529846,0.015,1.06131756759714,1.0756512113086,1.0819259105048,1.08951592596031,1.09587150352392,1.11067181604547
"FLU",2025-09-06,"R","estimate",1.09285714285714,1.0947149114323,0.015,1.06845861954172,1.08279376269254,1.08906872439846,1.0966587396526,1.10301405110052,1.11781281263485
"FLU",2025-09-07,"R","estimate",1.1,1.09882029796048,0.015,1.07559969475545,1.08993631803522,1.09621153885316,1.10380155390983,1.11015660270979,1.12495383356827
"FLU",2025-09-08,"R","estimate",1.10714285714286,1.10626208105228,0.015,1.08274079279131,1.09707887726025,1.10335435385804,1.11094436872106,1.11729915827344,1.13209487837104
"FLU",2025-09-09,"R","estimate",1.11428571428571,1.11737607002821,0.015,1.08988191321366,1.1042214402932,1.11049716940254,1.11808718407562,1.12444171771519,1.13923594658077
"FLU",2025-09-10,"R","estimate",1.12142857142857,1.11866572946623,0.015,1.09702305559787,1.11136400706152,1.11763998547635,1.12522999996311,1.13158428096071,1.14637703774689
"FLU",2025-09-11,"R","estimate",1.12857142857143,1.13107844013652,0.015,1.10416421952997,1.1185065774945,1.12478280206945,1.13237281637341,1.13872684793757,1.15351815143036
"FLU",2025-09-12,"R","estimate",1.13571428571429,1.13451569654623,0.015,1.11130540460635,1.1256491515232,1.13192561917204,1.13951563329664,1.14586941857516,1.16065928720324
"FLU",2025-09-13,"R","estimate",1.14285714285714,1.14561372335768,0.015,1.11844661043341,1.1327917290804,1.13906843677457,1.14665845072317,1.15301199280462,1.16780044464837
"FLU",2025-09-14,"R","estimate",1.15,1.14907192142628,0.015,1.12558783662724,1.13993431010055,1.14621125486775,1.15380126864361,1.16015457055885,1.17494162335904
"FLU",2025-09-15,"R","estimate",1.16428571428571,1.16488570440646,0.015,1.13987034862647,1.15421948227546,1.16049689248997,1.16808690592984,1.17443973638134,1.18922404300035
"FLU",2025-09-16,"R","estimate",1.17857142857143,1.18140705042999,0.015,1.15415293771603,1.1685046675549,1.17478253196869,1.18237254508472,1.18872491553795,1.20350654307017
"FLU",2025-09-17,"R","estimate",1.19285714285714,1.19159524024798,0.015,1.1684356011453,1.18278986546938,1.1890681732373,1.19665818604106,1.20301010754826,1.21778912065892
"FLU",2025-09-18,"R","estimate",1.20714285714286,1.20657325129928,0.015,1.18271833629299,1.19707507557156,1.20335381623232,1.21094382873482,1.21729531195465,1.23207177299569
"FLU",2025-09-19,"R","estimate",1.22142857142857,1.22132873546585,0.015,1.19700114065961,1.211360297435,1.21763946089323,1.22522947310498,1.23158052832097,1.2463544974401
"FLU",2025-09-20,"R","estimate",1.23571428571429,1.23673626889469,0.015,1.2112840118605,1.22564553065289,1.23192510716231,1.23951511909334,1.2458657562313,1.26063729147465
"FLU",2025-09-21,"R","estimate",1.25,1.24774072490005,0.015,1.22556694761925,1.23993077483699,1.24621075498448,1.25380076664437,1.26015099528877,1.27492015269771
"FLU",2025-09-22,"R","estimate",1.26428571428571,1.263770309582,0.015,1.23984994576172,1.25421602961655,1.26049640430716,1.26808641570503,1.2744362451145,1.28920307881687
"FLU",2025-09-23,"R","estimate",1.27857142857143,1.27814212373024,0.015,1.25413300421028,1.26850129463737,1.27478205508008,1.28237206622468,1.28872150534661,1.30348606764286
"FLU",2025-09-24,"R","estimate",1.29285714285714,1.29500403418474,0.015,1.26841612097856,1.28278656956082,1.28906770725523,1.2966577181549,1.30300677563922,1.31776911708377
"FLU",2025-09-25,"R","estimate",1.30714285714286,1.30692293290568,0.015,1.28269929416645,1.29707185406308,1.30335336078668,1.3109433714494,1.31729205566163,1.33205222513973
"FLU",2025-09-26,"R","estimate",1.32142857142857,1.32080171528489,0.015,1.29698252195554,1.31135714783427,1.31763901563047,1.32522902606389,1.33157734509748,1.34633538989788
"FLU",2025-09-27,"R","estimate",1.33571428571429,1.33911561051897,0.015,1.3112658026047,1.32564245057774,1.33192467174454,1.33951468195599,1.34586264364397,1.36061860952769
"FLU",2025-09-28,"R","estimate",1.35,1.35117426076656,0.015,1.32554913444606,1.33992776200937,1.34621032908861,1.35380033908508,1.36014795101115,1.3749018822766
"FLU",2025-09-29,"R","estimate",1.35714285714286,1.35653138116307,0.015,1.33269081906168,1.34707042089772,1.35335315820976,1.36094316810129,1.36729060791524,1.38204353804334
"FLU",2025-09-30,"R","estimate",1.36428571428571,1.36526550269509,0.015,1.33983251588117,1.35421308185691,1.36049598762407,1.36808599741228,1.37443326692125,1.38918520646588
"FLU",2025-10-01,"R","estimate",1.37142857142857,1.37144062177026,0.015,1.34697422471498,1.36135574485466,1.36763881732694,1.37522882701346,1.38157592799626,1.3963268873453
"FLU",2025-10-02,"R","estimate",1.37857142857143,1.37875116403139,0.0155,1.35330827726869,1.36816391315533,1.37465550085831,1.38249851143567,1.38905811313978,1.40430618477341
"FLU",2025-10-03,"R","estimate",1.38571428571429,1.38394608545949,0.016,1.35964266924272,1.37497213906187,1.38167219254505,1.38976820405976,1.39654035676882,1.4122858344113
"FLU",2025-10-04,"R","estimate",1.39285714285714,1.39361419207957,0.0165,1.36597739524874,1.38178042167646,1.38868889226108,1.39703790476019,1.40402265799538,1.42026583101317
"FLU",2025-10-05,"R","estimate",1.4,1.39705448078937,0.017,1.37231245001186,1.38858876011984,1.39570559988289,1.40430761341393,1.41150501594932,1.42824616943689
"FLU",2025-10-06,"R","estimate",1.41714285714286,1.4149718225991,0.0175,1.38864577848609,1.40539680663701,1.4127222662408,1.42157728064627,1.4289870789992,1.44622473827737
"FLU",2025-10-07,"R","estimate",1.43428571428571,1.43366846205503,0.018,1.40497926251013,1.42220487958217,1.4297389363419,1.43884695164526,1.44646916892063,1.46420346911651
"FLU",2025-10-08,"R","estimate",1.45142857142857,1.45074147152547,0.0185,1.42131289652274,1.43901297801545,1.44675561005339,1.45611662627763,1.46395128476497,1.4821823562659
"FLU",2025-10-09,"R","estimate",1.46857142857143,1.46586080959943,0.019,1.43764667522468,1.45582110104102,1.46377228724866,1.47338630441632,1.48143342562773,1.50016139430035
"FLU",2025-10-10,"R","estimate",1.48571428571429,1.48612597717876,0.0195,1.45398059356343,1.47262924780452,1.48078896780695,1.49065598594012,1.49891559064601,1.51814057804288
"FLU",2025-10-11,"R","estimate",1.50285714285714,1.50521662445967,0.02,1.47031464671898,1.48943741749076,1.49780565161302,1.50792567073333,1.51639777899614,1.53611990255064
"FLU",2025-10-12,"R","estimate",1.52,1.52204339553586,0.0205,1.48664883009066,1.5062456093214,1.51482233855684,1.5251953586855,1.53387998989148,1.55409936310184
"FLU",2025-10-13,"R","estimate",1.48857142857143,1.49036345203488,0.021,1.45442418543215,1.47448450706638,1.48326789886446,1.4938939214255,1.5027929336252,1.52352038707387
"FLU",2025-10-14,"R","estimate",1.45714285714286,1.45841797063247,0.0215,1.42220112217618,1.44272367395447,1.45171349732129,1.46259252258818,1.47170615167257,1.49294306762572
"FLU",2025-10-15,"R","estimate",1.42571428571429,1.42865839215894,0.022,1.38997974310825,1.41096312765943,1.42015913644356,1.43129116472123,1.44061966230235,1.46236751619444
"FLU",2025-10-16,"R","estimate",1.39428571428571,1.39226882534982,0.0225,1.35776016011797,1.37920288743704,1.38860481897374,1.39998985060269,1.4095334854423,1.43179385444062
"FLU",2025-10-17,"R","estimate",1.36285714285714,1.35973631752974,0.023,1.3255424952298,1.34744297430623,1.35705054790661,1.36868858326753,1.37844764287191,1.40122221544828
"FLU",2025-10-18,"R","estimate",1.33142857142857,1.33087364246533,0.0235,1.29332688177702,1.31568341125551,1.32549632651889,1.33738736603813,1.34736215844258,1.3706527450977
"FLU",2025-10-19,"R","estimate",1.3,1.29826064942817,0.024,1.26111346574278,1.28392422347931,1.29394215840326,1.30608620255907,1.31627705833002,1.34008560364123
"FLU",2025-10-20,"R","estimate",1.28571428571429,1.28482385218767,0.0245,1.24603690585389,1.2693068750862,1.27953070338811,1.2919277514112,1.30233378305584,1.32665510686216
"FLU",2025-10-21,"R","estimate",1.27142857142857,1.2696405573305,0.025,1.23096156245583,1.25468973472712,1.2651192779218,1.27776933009854,1.28839072122996,1.31322590529946
"FLU",2025-10-22,"R","estimate",1.25714285714286,1.25973730190665,0.0255,1.21588747576335,1.24007280940608,1.250707883007,1.26361093964294,1.27444788021941,1.29979804444742
"FLU",2025-10-23,"R","estimate",1.24285714285714,1.24134063818869,0.026,1.20081468778304,1.22545610644504,1.23629651969222,1.24945258111345,1.2605052677342,1.28637157195575
"FLU",2025-10-24,"R","estimate",1.22857142857143,1.22777621206609,0.0265,1.18574324241428,1.2108396335022,1.22188518907454,1.23529425562909,1.24656289184748,1.27294653775871
"FLU",2025-10-25,"R","estimate",1.21428571428571,1.21512294896754,0.027,1.17067318555698,1.19622339859146,1.2074738923024,1.22113596436178,1.23262076101718,1.25952299421366
"FLU",2025-10-26,"R","estimate",1.2,1.20147976875263,0.0275,1.15560456522686,1.18160741010339,1.19306263057867,1.20697770853954,1.21867888410923,1.24610099624979
"FLU",2025-10-27,"R","estimate",1.16428571428571,1.16274467519812,0.028,1.11912490154941,1.14556584011335,1.15722322164933,1.17139130906636,1.18331149290875,1.2112689321925
"FLU",2025-10-28,"R","estimate",1.12857142857143,1.12928262548789,0.0285,1.08264936697181,1.10952497969263,1.12138391371908,1.13580501183007,1.14794483468105,1.17644133755904
"FLU",2025-10-29,"R","estimate",1.09285714285714,1.0934873189511,0.029,1.04617835731899,1.07348489777358,1.08554471665597,1.10021882688817,1.11257898194091,1.14161866027756
"FLU",2025-10-30,"R","estimate",1.05714285714286,1.05803993845573,0.0295,1.00971232067163,1.03744567251588,1.04970564165681,1.06463276566206,1.07721401709453,1.10680141019256
"FLU",2025-10-31,"R","estimate",1.02142857142857,1.02144447561467,0.03,0.973251766282457,1.00140739290394,1.01386670147871,1.02904684117641,1.04185003418553,1.07199017014455
"FLU",2025-11-01,"R","estimate",0.985714285714286,0.985680123508237,0.0305,0.936797275382401,0.965370160688018,0.978027910720584,0.993461068350649,1.00648714102448,1.03718560951685
"FLU",2025-11-02,"R","estimate",0.95,0.950914016449878,0.031,0.900349514360931,0.929334092758595,0.942189286168059,0.957875464356554,0.971125461803578,1.00238850091522
